user_id,num_filled_feature,birthday,education_classes_id,education_concentration_id,education_degree_id,education_school_id,education_type,education_with_id,education_year_id,first_name,gender,hometown_id,languages_id,last_name,locale,location_id,middle_name,name,political,religion,work_employer_id,work_end_date,work_from_id,work_location_id,work_position_id,work_projects_id,work_start_date,work_with_id
1684-2720,11,5.0,,,,100.0,103.0,,116.0,,148.0,,,,228.0,241.0,,,,,,281.0,,291.0,297.0,,317.0,
1684-2721,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2722,6,,,18.0,,96.0,103.0,,114.0,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2723,9,7.0,,26.0,,100.0,103.0,,111.0,,148.0,168.0,,215.0,228.0,,,,,,,,,,,,,
1684-2724,3,,,,,,,,,,148.0,,,,228.0,244.0,,,,,,,,,,,,
1684-2725,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2726,5,,,,,,101.0,,104.0,,148.0,,,,228.0,237.0,,,,,,,,,,,,
1684-2727,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2728,6,,,35.0,,100.0,101.0,,111.0,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2729,7,,,,,100.0,103.0,,111.0,145.0,148.0,154.0,,,228.0,,,,,,,,,,,,,
1684-990,3,,,,,,,,,127.0,148.0,,,,228.0,,,,,,,,,,,,,
1684-2730,5,,,,,100.0,102.0,,,,148.0,,,,228.0,251.0,,,,,,,,,,,,
1684-2731,7,,,,,70.0,103.0,,115.0,,148.0,154.0,173.0,,228.0,,,,,,,,,,,,,
1684-2732,4,,,,,,103.0,,,,147.0,,,193.0,228.0,,,,,,,,,,,,,
1684-2733,8,3.0,,24.0,,100.0,103.0,,104.0,144.0,147.0,,,,228.0,,,,,,,,,,,,,
1684-2734,4,,,,,,,,,122.0,148.0,,,,228.0,255.0,,,,,,,,,,,,
1684-2735,1,,,,,,,,,,147.0,,,,,,,,,,,,,,,,,
1684-2736,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2737,7,2.0,,23.0,,100.0,103.0,,105.0,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2738,9,5.0,,,,89.0,103.0,,113.0,,148.0,154.0,185.0,,228.0,231.0,,,,,,,,,,,,
1684-2739,9,6.0,,37.0,,100.0,101.0,,,,147.0,,,,228.0,,,,,,,281.0,,289.0,,,316.0,
1684-2740,10,5.0,,15.0,40.0,99.0,102.0,,116.0,,148.0,,,,228.0,,,,,,,281.0,,,,,311.0,
1684-2741,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2742,8,,,,,100.0,101.0,,112.0,,147.0,,,,228.0,,,,,,265.0,,,291.0,,,317.0,
1684-2743,10,6.0,,,,91.0,103.0,,111.0,,148.0,,184.0,,228.0,,,,,,,272.0,,,294.0,,298.0,
1684-2744,6,,,,,100.0,103.0,,116.0,,148.0,,178.0,,228.0,,,,,,,,,,,,,
1684-2745,3,,,,,,,,,126.0,148.0,,,,228.0,,,,,,,,,,,,,
1684-2746,4,,,,,99.0,103.0,,112.0,,,,,,228.0,,,,,,,,,,,,,
1684-2747,8,10.0,,,,100.0,103.0,,113.0,,147.0,166.0,,,228.0,251.0,,,,,,,,,,,,
1684-2748,7,,,,,100.0,103.0,,112.0,,148.0,,176.0,,228.0,251.0,,,,,,,,,,,,
1684-2749,4,,,,,98.0,101.0,,118.0,,,,,,228.0,,,,,,,,,,,,,
1684-2750,7,5.0,,,,70.0,103.0,,116.0,,148.0,154.0,,,227.0,,,,,,,,,,,,,
1684-2751,8,,,,,100.0,101.0,,116.0,,148.0,,,,228.0,254.0,,,,,,273.0,,,,,298.0,
1684-2752,4,,,,,,,,,127.0,148.0,,,203.0,228.0,,,,,,,,,,,,,
1684-2753,9,4.0,,,,100.0,103.0,,111.0,139.0,148.0,170.0,,214.0,228.0,,,,,,,,,,,,,
1684-2754,7,,,,,88.0,101.0,,114.0,,148.0,154.0,,202.0,228.0,,,,,,,,,,,,,
1684-2755,9,5.0,,,,70.0,103.0,,112.0,,148.0,154.0,,,228.0,237.0,,,,,,272.0,,,,,,
1684-2756,8,6.0,,13.0,,91.0,103.0,,,,148.0,154.0,185.0,,228.0,,,,,,,,,,,,,
1684-2757,7,,,,,70.0,103.0,,112.0,124.0,148.0,154.0,,,228.0,,,,,,,,,,,,,
1684-2758,8,4.0,,23.0,,100.0,103.0,,116.0,,148.0,159.0,,,228.0,,,,,,,,,,,,,
1684-2759,6,,,,,100.0,103.0,,,140.0,148.0,154.0,,,228.0,,,,,,,,,,,,,
1684-58,7,,,15.0,40.0,99.0,103.0,,118.0,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2760,9,2.0,,15.0,,100.0,101.0,,108.0,,147.0,,,,228.0,,,,,,271.0,,,,,,310.0,
1684-2761,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2762,7,,,,,100.0,103.0,,116.0,129.0,147.0,,,,228.0,234.0,,,,,,,,,,,,
1684-2763,8,3.0,,,,98.0,103.0,,114.0,145.0,148.0,154.0,,201.0,,,,,,,,,,,,,,
1684-2764,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2765,6,,,,,100.0,103.0,,115.0,,148.0,,,,228.0,251.0,,,,,,,,,,,,
1684-2766,9,,,,,98.0,103.0,,118.0,,147.0,,,194.0,228.0,,,,,,,281.0,,286.0,,,316.0,
1684-2767,9,5.0,,,,99.0,103.0,,118.0,127.0,148.0,,173.0,,228.0,,,,,,,284.0,,,,,,
1684-2768,9,5.0,,,,100.0,103.0,,116.0,120.0,148.0,,,,228.0,,,,,,,272.0,,,,,298.0,
1684-2769,7,,,,,98.0,101.0,,,,148.0,154.0,,,227.0,,,,,,,272.0,,,,,298.0,
1684-2770,5,,,,,100.0,103.0,,112.0,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2771,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2772,3,,,,,,,,,,147.0,,177.0,,228.0,,,,,,,,,,,,,
1684-2773,6,,,,,70.0,103.0,,113.0,,148.0,,,,228.0,237.0,,,,,,,,,,,,
1684-2774,11,,,,,76.0,103.0,,114.0,,148.0,,,,228.0,250.0,,,,,257.0,282.0,,289.0,297.0,,314.0,
1684-2775,3,,,,,,,,,,147.0,,,,228.0,241.0,,,,,,,,,,,,
1684-2776,5,,,,,,103.0,,115.0,,148.0,,,190.0,228.0,,,,,,,,,,,,,
1684-2777,6,5.0,,,,98.0,103.0,,,,147.0,154.0,,,228.0,,,,,,,,,,,,,
1684-2778,4,4.0,,,,,,,,144.0,147.0,,,,228.0,,,,,,,,,,,,,
1684-2779,5,,,,,100.0,103.0,,,,148.0,,,,228.0,251.0,,,,,,,,,,,,
1684-2780,8,5.0,,,,100.0,103.0,,116.0,125.0,147.0,,,,228.0,240.0,,,,,,,,,,,,
1684-2781,9,9.0,,33.0,,100.0,101.0,,114.0,,147.0,,185.0,,,250.0,,,,,,,,,,,298.0,
1684-2782,12,,,,,98.0,103.0,,116.0,,148.0,154.0,181.0,191.0,228.0,237.0,,,,,,275.0,,288.0,,,316.0,
1684-2783,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2784,12,5.0,,,,100.0,103.0,,116.0,,147.0,,183.0,,228.0,241.0,,,,,261.0,278.0,,289.0,,,310.0,
1684-2785,2,,,,,,,,,,147.0,,,,227.0,,,,,,,,,,,,,
1684-2786,8,,,,,91.0,103.0,,113.0,125.0,147.0,154.0,,,228.0,231.0,,,,,,,,,,,,
1684-2787,10,,,,,100.0,103.0,,118.0,129.0,147.0,168.0,,215.0,228.0,236.0,,,,,,,,,,,298.0,
1684-2788,5,,,,,,103.0,,116.0,,147.0,,,190.0,228.0,,,,,,,,,,,,,
1684-2789,10,7.0,,,,98.0,103.0,,111.0,122.0,148.0,154.0,173.0,,228.0,237.0,,,,,,,,,,,,
1684-2790,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2791,6,4.0,,,,100.0,103.0,,112.0,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2792,9,,,,,,103.0,,115.0,,147.0,,183.0,,228.0,,,,,,269.0,284.0,,287.0,,,315.0,
1684-2793,12,6.0,,21.0,,100.0,103.0,,113.0,120.0,148.0,,,,228.0,251.0,,,,,262.0,284.0,,,,,315.0,
1684-2794,9,,,,,98.0,103.0,,111.0,142.0,148.0,150.0,173.0,204.0,228.0,,,,,,,,,,,,,
1684-2795,2,,,,,,,,,,147.0,,,,229.0,,,,,,,,,,,,,
1684-2796,9,3.0,,,,100.0,101.0,,,130.0,148.0,157.0,,200.0,228.0,231.0,,,,,,,,,,,,
1684-2797,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2798,7,,,,,98.0,103.0,,114.0,,148.0,154.0,,,228.0,,,,,,,,,,,,312.0,
1684-2799,4,,,,,,103.0,,,,147.0,,,,228.0,241.0,,,,,,,,,,,,
1684-2800,8,,,,,91.0,103.0,,116.0,139.0,148.0,154.0,,,227.0,238.0,,,,,,,,,,,,
1684-2801,8,,,,,100.0,103.0,,118.0,,148.0,,184.0,,228.0,,,,,,,275.0,,,,,316.0,
1684-2802,8,6.0,,,,100.0,103.0,,114.0,141.0,148.0,,,,228.0,251.0,,,,,,,,,,,,
1684-2803,9,4.0,,,,100.0,103.0,,116.0,,147.0,,171.0,,228.0,,,,,,267.0,,,,,,318.0,
1684-2804,6,,,,,100.0,103.0,,114.0,,148.0,151.0,,,228.0,,,,,,,,,,,,,
1684-2805,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2806,3,,,,,,,,,,147.0,,,221.0,228.0,,,,,,,,,,,,,
1684-2807,9,6.0,,,,98.0,103.0,,111.0,120.0,148.0,155.0,,,228.0,237.0,,,,,,,,,,,,
1684-2808,8,4.0,,20.0,,60.0,103.0,,116.0,,148.0,,,,228.0,,,,,,,,,,,,298.0,
1684-2809,8,5.0,,,,98.0,103.0,,113.0,,148.0,154.0,,,228.0,237.0,,,,,,,,,,,,
1684-2810,9,,,21.0,,100.0,103.0,,111.0,,148.0,154.0,,202.0,228.0,251.0,,,,,,,,,,,,
1684-2811,6,,,,,68.0,103.0,,110.0,,147.0,,,226.0,228.0,,,,,,,,,,,,,
1684-2812,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2813,11,5.0,,31.0,,100.0,103.0,,116.0,,148.0,,183.0,,227.0,,,,,,,278.0,,291.0,,,312.0,
1684-2814,9,5.0,,,,55.0,103.0,,116.0,,147.0,,,,228.0,235.0,,,,,,272.0,,,,,298.0,
1684-2815,4,4.0,,,,70.0,103.0,,,,148.0,,,,,,,,,,,,,,,,,
1684-2816,4,5.0,,,,,,,,,148.0,,173.0,,228.0,,,,,,,,,,,,,
1684-2817,9,,,13.0,,98.0,102.0,,108.0,,147.0,,,,228.0,237.0,,,,,,272.0,,,,,310.0,
1684-2818,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2819,9,5.0,,,,100.0,103.0,,116.0,,148.0,,,,228.0,248.0,,,,,,284.0,,,,,318.0,
1684-2820,5,,,,,100.0,103.0,,,138.0,148.0,,,,228.0,,,,,,,,,,,,,
1684-2821,9,,,,,98.0,103.0,,104.0,,148.0,150.0,178.0,204.0,228.0,237.0,,,,,,,,,,,,
1684-2822,5,,,,,100.0,103.0,,113.0,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2823,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2824,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2825,12,4.0,,,40.0,100.0,103.0,,116.0,,148.0,,181.0,,228.0,231.0,,,,,,280.0,,291.0,,,316.0,
1684-2826,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2827,9,,,,,86.0,103.0,,118.0,137.0,147.0,154.0,,,228.0,247.0,,,,,,,,,,,298.0,
1684-2828,11,,,26.0,,100.0,103.0,,110.0,,147.0,,184.0,206.0,228.0,241.0,,,,,265.0,,,,,,302.0,
1684-2829,6,,,13.0,,100.0,103.0,,113.0,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2830,8,5.0,,,,100.0,103.0,,113.0,123.0,147.0,,,,228.0,251.0,,,,,,,,,,,,
1684-2831,7,5.0,,,,100.0,103.0,,113.0,,147.0,,,,228.0,251.0,,,,,,,,,,,,
1684-2832,7,10.0,,,,100.0,101.0,,118.0,,148.0,,,,228.0,244.0,,,,,,,,,,,,
1684-2833,11,,,,,100.0,103.0,,109.0,124.0,148.0,,,,228.0,251.0,,,,,265.0,272.0,,291.0,,,298.0,
1684-2834,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2835,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2836,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2837,4,,,,,,101.0,,,,148.0,154.0,,,228.0,,,,,,,,,,,,,
1684-2838,6,4.0,,,,99.0,103.0,,114.0,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2839,6,,,,,98.0,103.0,,,,148.0,154.0,,,228.0,237.0,,,,,,,,,,,,
1684-2840,3,,,,,,,,,144.0,147.0,,,,228.0,,,,,,,,,,,,,
1684-2841,8,,,,,100.0,103.0,,116.0,,148.0,,173.0,,228.0,,,,,,,282.0,,,,,308.0,
1684-2842,2,,,,,,,,,,148.0,,,,227.0,,,,,,,,,,,,,
1684-2843,3,4.0,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2844,8,,,38.0,,100.0,103.0,,116.0,,147.0,156.0,185.0,,228.0,,,,,,,,,,,,,
1684-2845,9,2.0,,38.0,,100.0,103.0,,113.0,,148.0,,,,228.0,241.0,,,,,,,,,,,305.0,
1684-2846,5,,,,,,,,,,148.0,,182.0,,228.0,249.0,,,,,,,,,,,312.0,
1684-2847,6,,,,,100.0,103.0,,116.0,137.0,147.0,,,,228.0,,,,,,,,,,,,,
1684-2848,7,4.0,,20.0,,100.0,103.0,,114.0,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2849,12,9.0,,20.0,,100.0,103.0,,113.0,,148.0,,178.0,,228.0,,,,,,271.0,278.0,,291.0,,,312.0,
1684-2850,10,,,,,70.0,103.0,,118.0,,147.0,154.0,173.0,219.0,228.0,,,,,,,283.0,,,,,315.0,
1684-2851,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2852,6,5.0,,,,,103.0,,,,148.0,154.0,,,228.0,237.0,,,,,,,,,,,,
1684-2853,9,,,38.0,,100.0,101.0,,118.0,136.0,148.0,,,,228.0,244.0,,,,,259.0,,,,,,,
1684-2854,7,4.0,,,,95.0,103.0,,114.0,,148.0,154.0,,,228.0,,,,,,,,,,,,,
1684-1419,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2855,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2856,2,,,,,,,,,,147.0,,,,227.0,,,,,,,,,,,,,
1684-2857,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2858,6,,,,,100.0,103.0,,112.0,,148.0,,,,228.0,,,,,,271.0,,,,,,,
1684-2859,12,,,,,100.0,103.0,,116.0,,148.0,163.0,182.0,,228.0,241.0,,,,,,278.0,,289.0,292.0,,318.0,
1684-2860,6,,,31.0,,100.0,103.0,,,,148.0,,,,228.0,241.0,,,,,,,,,,,,
1684-2861,7,,,,,53.0,103.0,,104.0,125.0,147.0,,,208.0,228.0,,,,,,,,,,,,,
1684-2862,7,,,,,95.0,103.0,,113.0,,147.0,154.0,,,228.0,,,,,,,,,,297.0,,,
1684-2863,11,,,33.0,,100.0,103.0,,116.0,,147.0,162.0,178.0,187.0,228.0,253.0,,,,,259.0,,,,,,,
1684-2864,9,5.0,,22.0,,95.0,103.0,,118.0,129.0,147.0,154.0,,,228.0,,,,,,,,,,,,,
1684-2865,1,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,
1684-2866,3,,,,,,,,,143.0,148.0,,,,228.0,,,,,,,,,,,,,
1684-2867,3,,,,,,,,,145.0,148.0,,,,228.0,,,,,,,,,,,,,
1684-2868,11,5.0,,26.0,,100.0,103.0,,116.0,,148.0,,,,228.0,244.0,,,,,,272.0,,,297.0,,318.0,
1684-2869,12,3.0,,34.0,,100.0,101.0,,108.0,122.0,148.0,,,,228.0,250.0,,,,,,272.0,,289.0,,,317.0,
1684-2870,11,4.0,,20.0,,100.0,103.0,,116.0,,148.0,164.0,,,228.0,241.0,,,,,,,,289.0,,,317.0,
1684-2871,10,5.0,,,,100.0,103.0,,116.0,141.0,148.0,,178.0,,228.0,,,,,,,272.0,,,,,318.0,
1684-2872,7,5.0,,,,98.0,101.0,,,,148.0,,,218.0,228.0,237.0,,,,,,,,,,,,
1684-107,6,,,,40.0,100.0,102.0,,117.0,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2873,10,,,,,98.0,103.0,,113.0,,148.0,154.0,184.0,,228.0,237.0,,,,,,,,286.0,,,302.0,
1684-2874,10,6.0,,,,70.0,103.0,,115.0,,148.0,154.0,,,228.0,237.0,,,,,,281.0,,,,,314.0,
1684-1171,10,7.0,,15.0,40.0,100.0,103.0,,116.0,,148.0,,178.0,,228.0,232.0,,,,,,,,,,,,
1684-2875,3,,,,,,,,,121.0,147.0,,,,228.0,,,,,,,,,,,,,
1684-2876,6,4.0,,,,100.0,103.0,,116.0,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2877,7,,,,,91.0,103.0,,118.0,,147.0,154.0,,,228.0,241.0,,,,,,,,,,,,
1684-2878,2,,,,,,,,,,147.0,,,,227.0,,,,,,,,,,,,,
1684-2879,6,7.0,,,,99.0,103.0,,115.0,,148.0,,,,,241.0,,,,,,,,,,,,
1684-2880,3,,,,,,,,,,148.0,,,223.0,228.0,,,,,,,,,,,,,
1684-2881,8,,,,,100.0,103.0,,114.0,129.0,147.0,152.0,,,228.0,,,,,,259.0,,,,,,,
1684-2882,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2883,3,,,,,,,,,133.0,148.0,,,,228.0,,,,,,,,,,,,,
1684-2884,13,2.0,,13.0,,98.0,103.0,,113.0,135.0,148.0,154.0,,,228.0,237.0,,,,,,272.0,,286.0,,,305.0,
1684-2885,3,,,,,,,,,,148.0,,,206.0,228.0,,,,,,,,,,,,,
1684-2886,8,,,,,41.0,103.0,,113.0,,147.0,162.0,,,228.0,253.0,,,,,,,,,,,298.0,
1684-2887,6,,,,,70.0,103.0,,111.0,,148.0,154.0,,,228.0,,,,,,,,,,,,,
1684-2888,4,,,,,98.0,103.0,,,,,154.0,,,228.0,,,,,,,,,,,,,
1684-2889,5,,,,,99.0,103.0,,112.0,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2890,9,6.0,,,,73.0,103.0,,113.0,,147.0,154.0,173.0,,228.0,243.0,,,,,,,,,,,,
1684-2891,10,3.0,,,,70.0,103.0,,114.0,,148.0,154.0,,,228.0,,,,,,259.0,272.0,,,,,313.0,
1684-2892,8,2.0,,,,100.0,103.0,,113.0,,148.0,,,,228.0,251.0,,,,,271.0,,,,,,,
1684-2893,6,,,,40.0,100.0,102.0,,,,148.0,,,,228.0,,,,,,271.0,,,,,,,
1684-2894,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2895,8,,,,,100.0,103.0,,116.0,,148.0,163.0,173.0,,228.0,251.0,,,,,,,,,,,,
1684-2896,10,4.0,,22.0,,98.0,103.0,,112.0,,148.0,,,,228.0,,,,,,,272.0,,286.0,,,312.0,
1684-2897,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2898,8,,,39.0,,100.0,103.0,,113.0,,148.0,,,,228.0,,,,,,,272.0,,288.0,,,,
1684-2899,1,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,
1684-2900,8,,,20.0,,100.0,102.0,,110.0,,147.0,,,,228.0,244.0,,,,,,,,,,,303.0,
1684-2901,9,,,12.0,,100.0,101.0,,116.0,,147.0,,,206.0,228.0,236.0,,,,,270.0,,,,,,,
1684-860,6,,,15.0,,,103.0,,118.0,,148.0,,,,228.0,,,,,,,,,,292.0,,,
1684-2902,3,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,298.0,
1684-2903,7,5.0,,,,100.0,103.0,,112.0,,148.0,,,,228.0,251.0,,,,,,,,,,,,
1684-2904,7,5.0,,,,100.0,103.0,,,,148.0,,,,228.0,244.0,,,,,,,,,,,298.0,
1684-2905,6,4.0,,,,52.0,101.0,,116.0,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2906,4,,,,,,,,,,148.0,,,,228.0,,,,,,,282.0,,,,,313.0,
1684-2907,12,7.0,,18.0,,70.0,103.0,,118.0,,148.0,154.0,,,228.0,,,,,,,284.0,,286.0,294.0,,315.0,
1684-2908,4,,,,,98.0,101.0,,,,,,,,228.0,,,,,,,,,,,,298.0,
1684-2909,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2910,3,,,,,,,,,125.0,147.0,,,,228.0,,,,,,,,,,,,,
1684-2911,9,5.0,,,,,101.0,,,,147.0,154.0,,,228.0,235.0,,,,,,272.0,,285.0,,,314.0,
1684-2912,11,5.0,,,,91.0,103.0,,116.0,,147.0,154.0,,,228.0,239.0,,,,,,284.0,,285.0,,,308.0,
1684-2913,3,,,,,,,,,128.0,147.0,,,,228.0,,,,,,,,,,,,,
1684-2914,9,5.0,,,,100.0,103.0,,116.0,133.0,148.0,,,,228.0,,,,,,,275.0,,,,,305.0,
1684-2915,7,,,,,91.0,103.0,,118.0,,148.0,154.0,,,228.0,,,,,,,,,,,,298.0,
1684-2916,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2917,4,5.0,,,,,,,,,148.0,154.0,,,228.0,,,,,,,,,,,,,
1684-2918,8,,,31.0,,100.0,103.0,,116.0,131.0,148.0,,,,228.0,251.0,,,,,,,,,,,,
1684-2919,4,,,,,,,,,137.0,147.0,,,221.0,228.0,,,,,,,,,,,,,
1684-2920,9,0.0,,,,70.0,103.0,,116.0,,147.0,154.0,,220.0,228.0,237.0,,,,,,,,,,,,
1684-2921,7,5.0,,,,100.0,103.0,,116.0,,148.0,,,,228.0,244.0,,,,,,,,,,,,
1684-2922,10,4.0,,,,67.0,103.0,,114.0,,148.0,149.0,,,228.0,,,,,,,274.0,,,292.0,,302.0,
1684-2923,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2924,9,,,,,72.0,103.0,,113.0,145.0,148.0,154.0,,194.0,228.0,242.0,,,,,,,,,,,,
1684-2925,12,,,22.0,,89.0,103.0,,116.0,,147.0,154.0,181.0,191.0,228.0,,,,,,,283.0,,,292.0,,316.0,
1684-2926,5,,,,,74.0,103.0,,108.0,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2927,14,5.0,,22.0,,70.0,103.0,,118.0,139.0,148.0,154.0,,,228.0,237.0,,,,,266.0,272.0,,286.0,,,298.0,
1684-2928,9,,,,,70.0,103.0,,113.0,,147.0,154.0,,223.0,228.0,,,,,,,279.0,,,,,299.0,
1684-2929,7,,,,,70.0,103.0,,113.0,,148.0,154.0,,,227.0,,,,,,,,,,,,298.0,
1684-2930,6,,,,,,103.0,,,,147.0,,,193.0,228.0,,,,,,,272.0,,,,,298.0,
1684-2931,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2932,6,5.0,,,,100.0,103.0,,116.0,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2933,10,5.0,,,,67.0,103.0,,116.0,122.0,148.0,,,,228.0,,,,,,,278.0,,,292.0,,310.0,
1684-2934,10,,,20.0,,100.0,103.0,,116.0,134.0,148.0,,,,228.0,255.0,,,,,258.0,,,287.0,,,,
1684-2935,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2936,8,,,26.0,,100.0,103.0,,111.0,,148.0,,,,228.0,,,,,,,272.0,,,,,298.0,
1684-2937,3,,,,,,,,,135.0,148.0,,,,228.0,,,,,,,,,,,,,
1684-2938,3,,,,,,,,,,148.0,,,198.0,228.0,,,,,,,,,,,,,
1684-2939,3,,,,,,,,,136.0,148.0,,,,228.0,,,,,,,,,,,,,
1684-2940,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2941,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2942,8,5.0,,,,100.0,103.0,,116.0,,148.0,,,191.0,228.0,,,,,,,,,,,,314.0,
1684-2943,9,5.0,,,,70.0,103.0,,116.0,,148.0,154.0,,219.0,228.0,237.0,,,,,,,,,,,,
1684-2944,8,,,,,98.0,103.0,,112.0,,148.0,154.0,,,228.0,237.0,,,,,268.0,,,,,,,
1684-2945,3,,,,,,,,,,148.0,154.0,,,228.0,,,,,,,,,,,,,
1684-2946,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2947,6,3.0,,,,100.0,101.0,,108.0,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2948,9,3.0,,,,98.0,103.0,,114.0,,147.0,154.0,177.0,,228.0,237.0,,,,,,,,,,,,
1684-2949,8,,,,,67.0,103.0,,113.0,,148.0,149.0,184.0,,228.0,242.0,,,,,,,,,,,,
1684-2950,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2951,7,5.0,,,,100.0,103.0,,116.0,128.0,147.0,,,,228.0,,,,,,,,,,,,,
1684-2952,11,,,21.0,,97.0,103.0,,118.0,,148.0,,,,228.0,237.0,,,,,257.0,281.0,,286.0,,,318.0,
1684-2953,5,,,,,70.0,103.0,,113.0,,,,,,228.0,237.0,,,,,,,,,,,,
1684-2954,7,6.0,,,,100.0,103.0,,106.0,,148.0,,173.0,,228.0,,,,,,,,,,,,,
1684-2955,8,5.0,,,40.0,100.0,103.0,,116.0,124.0,148.0,,,,228.0,,,,,,,,,,,,,
1684-2956,3,6.0,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2957,7,5.0,,39.0,,100.0,103.0,,116.0,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2958,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2959,6,,,,,99.0,103.0,,106.0,,147.0,,,,227.0,232.0,,,,,,,,,,,,
1684-2960,10,5.0,,,,98.0,103.0,,116.0,,147.0,,175.0,,228.0,237.0,,,,,,272.0,,,,,298.0,
1684-2961,10,2.0,,23.0,40.0,100.0,103.0,,116.0,137.0,147.0,154.0,,,228.0,,,,,,,,,,,,,
1684-2962,8,,,22.0,,100.0,103.0,,113.0,,147.0,167.0,,,228.0,240.0,,,,,,,,,,,,
1684-2963,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2964,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2965,2,,,,,,,,,,147.0,,,,228.0,,,,,,,,,,,,,
1684-2966,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2967,8,3.0,,,,98.0,103.0,,,,148.0,,,210.0,228.0,237.0,,,,,257.0,,,,,,,
1684-2968,2,,,,,,,,,,148.0,,,,228.0,,,,,,,,,,,,,
1684-2969,10,,,,,97.0,103.0,,118.0,,148.0,,184.0,,228.0,,,,,,267.0,283.0,,288.0,,,310.0,
1684-2970,9,,11.0,,,100.0,103.0,,113.0,,148.0,,,,228.0,,,,,,,281.0,,291.0,,,312.0,
